Title,Description,URL,Tag
Introduction to Generative AI for Software Development,"Introduction to Generative AI for Software Development new Course by DeepLearning.AI, 4.7 stars, by 387 reviews, provide skills ChatGPT, Generative AI, Code Review etc... Beginner level, 1 - 4 Weeks",https://www.coursera.org/learn/introduction-to-generative-ai-for-software-development,Coursera
Leveraging AI for Enhanced Content Creation,"Leveraging AI for Enhanced Content Creation  free Course by Coursera Instructor Network, 4.6 stars, by 103 reviews, provide skills Generative AI, Advertising, Advertising Campaigns etc... Beginner level, 1 - 4 Weeks",https://www.coursera.org/learn/leveraging-ai-for-enhanced-content-creation,Coursera
OpenAI for Beginners: AI Assistants for Project Managers,"OpenAI for Beginners: AI Assistants for Project Managers free Guided Project by Coursera Project Network, 3.3 stars, by 10 reviews, provide skills Generative AI, Application Deployment, Project Management Software etc... Beginner level, Less Than 2 Hours",https://www.coursera.org/projects/openai-for-beginners-ai-assistants-for-project-managers,Coursera
Key Technologies for Business,"Key Technologies for Business Specialization by IBM, 4.7 stars, by 97K reviews, provide skills Cloud Computing Architecture, Cloud Services, Cloud Security etc... Beginner level, 3 - 6 Months",https://www.coursera.org/specializations/key-technologies-for-business,Coursera
Data Engineering with AWS,Not Available,https://www.udacity.com/course/data-engineer-nanodegree--nd027,Udacity
Natural Language Processing,Not Available,https://www.udacity.com/course/natural-language-processing-nanodegree--nd892,Udacity
AI for Good,"AI for Good Specialization by DeepLearning.AI, 4.7 stars, by 446 reviews, provide skills Disaster Recovery, Data Analysis, Jupyter etc... Beginner level, 1 - 3 Months",https://www.coursera.org/specializations/ai-for-good,Coursera
iOS Development with SwiftUI and SwiftData,Not Available,https://www.udacity.com/course/ios-developer-nanodegree--nd003,Udacity
ChatGPT for Beginners: Using AI for Market Research,"ChatGPT for Beginners: Using AI for Market Research Guided Project by Coursera Project Network, 4.4 stars, by 67 reviews, provide skills ChatGPT, Market Research, Market Analysis etc... Beginner level, Less Than 2 Hours",https://www.coursera.org/projects/chatgpt-for-beginners-market-research-ai,Coursera
Meta Social Media Marketing,"Meta Social Media Marketing Professional Certificate by Meta, 4.8 stars, by 21K reviews, provide skills Social Media Management, Social Media Marketing, Social Media etc... Beginner level, 3 - 6 Months",https://www.coursera.org/professional-certificates/facebook-social-media-marketing,Coursera
Data Engineering with AWS,Not Available,https://www.udacity.com/course/data-engineer-nanodegree--nd027,Udacity
AI and Disaster Management,"AI and Disaster Management Course by DeepLearning.AI, 4.7 stars, by 199 reviews, provide skills Disaster Recovery, Image Analysis, Data Ethics etc... Beginner level, 1 - 4 Weeks",https://www.coursera.org/learn/ai-and-disaster-management,Coursera
Product Manager,Not Available,https://www.udacity.com/course/product-manager-nanodegree--nd036,Udacity
Generative AI: Prompt Engineering Basics,"Generative AI: Prompt Engineering Basics Course by IBM, 4.8 stars, by 3K reviews, provide skills ChatGPT, Generative AI, IBM Cloud etc... Beginner level, 1 - 4 Weeks",https://www.coursera.org/learn/generative-ai-prompt-engineering-for-everyone,Coursera
IBM AI Developer,"IBM AI Developer Professional Certificate by IBM, 4.6 stars, by 64K reviews, provide skills Generative AI, Software Development Life Cycle, Unit Testing etc... Beginner level, 3 - 6 Months",https://www.coursera.org/professional-certificates/applied-artifical-intelligence-ibm-watson-ai,Coursera
Introduction to Artificial Intelligence (AI),"Introduction to Artificial Intelligence (AI) Course by IBM, 4.7 stars, by 17K reviews, provide skills Artificial Intelligence, Generative AI, Data Ethics etc... Beginner level, 1 - 4 Weeks",https://www.coursera.org/learn/introduction-to-ai,Coursera
Business Analytics,Not Available,https://www.udacity.com/course/business-analytics-nanodegree--nd098,Udacity
Structuring Machine Learning Projects,"Structuring Machine Learning Projects Course by DeepLearning.AI, 4.8 stars, by 50K reviews, provide skills Deep Learning, Artificial Intelligence and Machine Learning (AI/ML), Applied Machine Learning etc... Beginner level, 1 - 4 Weeks",https://www.coursera.org/learn/machine-learning-projects,Coursera
Computer Vision,Not Available,https://www.udacity.com/course/computer-vision-nanodegree--nd891,Udacity
IBM & Darden Digital Strategy,"IBM & Darden Digital Strategy Specialization by IBM, University of Virginia Darden School Foundation, 4.7 stars, by 42K reviews, provide skills Strategic Thinking, Digital Transformation, Business Strategy etc... Beginner level, 3 - 6 Months",https://www.coursera.org/specializations/digital-strategy,Coursera
Natural Language Processing,Not Available,https://www.udacity.com/course/natural-language-processing-nanodegree--nd892,Udacity
Deep Learning,Not Available,https://www.udacity.com/course/deep-learning-nanodegree--nd101,Udacity
iOS Development with SwiftUI and SwiftData,Not Available,https://www.udacity.com/course/ios-developer-nanodegree--nd003,Udacity
AI in Education: Leveraging ChatGPT for Teaching,"AI in Education: Leveraging ChatGPT for Teaching new Course by University of Pennsylvania, 4.7 stars, by 99 reviews, provide skills Data Ethics, ChatGPT, Generative AI etc... Beginner level, 1 - 4 Weeks",https://www.coursera.org/learn/wharton-ai-in-education-leveraging-chatgpt-for-teaching,Coursera
Deep Learning,Not Available,https://www.udacity.com/course/deep-learning-nanodegree--nd101,Udacity
Data Scientist,Not Available,https://www.udacity.com/course/data-scientist-nanodegree--nd025,Udacity
Natural Language Processing,Not Available,https://www.udacity.com/course/natural-language-processing-nanodegree--nd892,Udacity
AI in Healthcare,"AI in Healthcare Specialization by Stanford University, 4.7 stars, by 2K reviews, provide skills Feature Engineering, Pharmaceuticals, Data Ethics etc... Beginner level, 3 - 6 Months",https://www.coursera.org/specializations/ai-healthcare,Coursera
AI Workflow: AI in Production,"AI Workflow: AI in Production Course by IBM, 4.5 stars, by 49 reviews, provide skills Application Deployment, MLOps (Machine Learning Operations), Unit Testing etc... Advanced level, 1 - 4 Weeks",https://www.coursera.org/learn/ibm-ai-workflow-ai-production,Coursera
ChatGPT Prompt Engineering for Developers,"ChatGPT Prompt Engineering for Developers free Project by DeepLearning.AI, 4.7 stars, by 1.4K reviews, provide skills ChatGPT, OpenAI, Generative AI etc... Beginner level, Less Than 2 Hours",https://www.coursera.org/projects/chatgpt-prompt-engineering-for-developers-project,Coursera
Generative AI for Executives and Business Leaders,"Generative AI for Executives and Business Leaders new Specialization by IBM, 4.7 stars, by 378 reviews, provide skills Risk Mitigation, Generative AI, Risk Analysis etc... Intermediate level, 1 - 4 Weeks",https://www.coursera.org/specializations/generative-ai-for-executives-and-business-leaders,Coursera
Generative AI Essentials: Overview and Impact,"Generative AI Essentials: Overview and Impact Course by University of Michigan, 4.6 stars, by 184 reviews, provide skills ChatGPT, Generative AI, Natural Language Processing etc... Beginner level, 1 - 4 Weeks",https://www.coursera.org/learn/generative-ai-essentials,Coursera
Generative AI with Large Language Models,"Generative AI with Large Language Models Course by DeepLearning.AI, Amazon Web Services, 4.8 stars, by 3.2K reviews, provide skills Generative AI, OpenAI, ChatGPT etc... Intermediate level, 1 - 4 Weeks",https://www.coursera.org/learn/generative-ai-with-llms,Coursera
Digital Marketing,Not Available,https://www.udacity.com/course/digital-marketing-nanodegree--nd018,Udacity
Developing Explainable AI (XAI),"Developing Explainable AI (XAI) new Course by Duke University, 4.5 stars, by 15 reviews, provide skills Data Ethics, Generative AI, Artificial Intelligence etc... Intermediate level, 1 - 4 Weeks",https://www.coursera.org/learn/explainable-ai-xai,Coursera
Data Structures and Algorithms,Not Available,https://www.udacity.com/course/data-structures-and-algorithms-nanodegree--nd256,Udacity
Coding with Generative AI,"Coding with Generative AI Course by Fractal Analytics, 4.4 stars, by 14 reviews, provide skills Generative AI, Object Oriented Programming (OOP), Artificial Neural Networks etc... Intermediate level, 1 - 4 Weeks",https://www.coursera.org/learn/introduction-coding-with-generative-ai,Coursera
AI & Law,"AI & Law  Course by Lund University, 4.7 stars, by 637 reviews, provide skills Law, Regulation, and Compliance, Artificial Intelligence, Labor Law etc... Beginner level, 1 - 4 Weeks",https://www.coursera.org/learn/ai-law,Coursera
"Generative AI: Fundamentals, Applications, and Challenges","Generative AI: Fundamentals, Applications, and Challenges Course by University of Michigan, 4.7 stars, by 51 reviews, provide skills Generative AI, OpenAI, Data Ethics etc... Beginner level, 1 - 4 Weeks",https://www.coursera.org/learn/generative-ai-fundamentals-applications-and-challenges,Coursera
Generative AI for Data Scientists,"Generative AI for Data Scientists Specialization by IBM, 4.7 stars, by 4.6K reviews, provide skills ChatGPT, Generative AI, Exploratory Data Analysis etc... Intermediate level, 1 - 3 Months",https://www.coursera.org/specializations/generative-ai-for-data-scientists,Coursera
Fundamentals of Machine Learning and Artificial Intelligence,"Fundamentals of Machine Learning and Artificial Intelligence free Course by Amazon Web Services, 4.5 stars, by 240 reviews, provide skills Artificial Intelligence and Machine Learning (AI/ML), Generative AI, Deep Learning etc... Mixed level, 1 - 4 Weeks",https://www.coursera.org/learn/fundamentals-of-machine-learning-and-artificial-intelligence,Coursera
Introduction to Programming,Not Available,https://www.udacity.com/course/intro-to-programming-nanodegree--nd000,Udacity
React,Not Available,https://www.udacity.com/course/react-nanodegree--nd019,Udacity
AI Programming with Python,Not Available,https://www.udacity.com/course/ai-programming-python-nanodegree--nd089,Udacity
Generative AI Primer,"Generative AI Primer Course by Vanderbilt University, 4.8 stars, by 255 reviews, provide skills Generative AI, ChatGPT, Artificial Intelligence etc... Beginner level, 1 - 4 Weeks",https://www.coursera.org/learn/generative-ai,Coursera
Generative AI Leadership & Strategy,"Generative AI Leadership & Strategy Specialization by Vanderbilt University, 4.8 stars, by 5.6K reviews, provide skills ChatGPT, Ideation, Verification And Validation etc... Beginner level, 1 - 3 Months",https://www.coursera.org/specializations/generative-ai-leadership-strategy,Coursera
AI for Trading,Not Available,https://www.udacity.com/course/ai-for-trading--nd880,Udacity
OpenAI GPTs: Creating Your Own Custom AI Assistants,"OpenAI GPTs: Creating Your Own Custom AI Assistants Course by Vanderbilt University, 4.9 stars, by 298 reviews, provide skills Generative AI, ChatGPT, OpenAI etc... Beginner level, 1 - 4 Weeks",https://www.coursera.org/learn/openai-custom-gpts,Coursera
IBM Relational Database Administrator,"IBM Relational Database Administrator new Professional Certificate by IBM, 4.6 stars, by 56K reviews, provide skills Data Warehousing, SQL, Extract, Transform, Load etc... Intermediate level, 3 - 6 Months",https://www.coursera.org/professional-certificates/ibm-relational-database-administrator,Coursera
Programming with Generative AI,"Programming with Generative AI Course by Indian Institute of Technology Guwahati, 4.7 stars, by 70 reviews, provide skills Generative AI, GitHub, OpenAI etc... Beginner level, 1 - 4 Weeks",https://www.coursera.org/learn/programming-with-generative-ai,Coursera
Supervised Machine Learning: Regression and Classification,"Supervised Machine Learning: Regression and Classification  Course by DeepLearning.AI, Stanford University, 4.9 stars, by 27K reviews, provide skills Supervised Learning, Applied Machine Learning, Jupyter etc... Beginner level, 1 - 4 Weeks",https://www.coursera.org/learn/machine-learning,Coursera
Introduction to Programming,Not Available,https://www.udacity.com/course/intro-to-programming-nanodegree--nd000,Udacity
Cloud DevOps Engineer,Not Available,https://www.udacity.com/course/cloud-dev-ops-nanodegree--nd9991,Udacity
Generative AI for Software Developers,"Generative AI for Software Developers Specialization by IBM, 4.7 stars, by 4.6K reviews, provide skills ChatGPT, Generative AI, OpenAI etc... Intermediate level, 1 - 3 Months",https://www.coursera.org/specializations/generative-ai-for-software-developers,Coursera
AI for Mechanical Engineers,"AI for Mechanical Engineers new Specialization by University of Michigan, 4.4 stars, by 19 reviews, provide skills Artificial Intelligence and Machine Learning (AI/ML), Generative AI, Machine Learning etc... Intermediate level, 1 - 3 Months",https://www.coursera.org/specializations/ai-for-mechanical-engineers,Coursera
AI For Medical Treatment,"AI For Medical Treatment Course by DeepLearning.AI, 4.7 stars, by 520 reviews, provide skills Deep Learning, Statistical Analysis, Clinical Trials etc... Intermediate level, 1 - 4 Weeks",https://www.coursera.org/learn/ai-for-medical-treatment,Coursera
Business Analytics,Not Available,https://www.udacity.com/course/business-analytics-nanodegree--nd098,Udacity
AI Strategy and Governance,"AI Strategy and Governance Course by University of Pennsylvania, 4.8 stars, by 266 reviews, provide skills Data Ethics, Data Governance, Data Security etc... Beginner level, 1 - 4 Weeks",https://www.coursera.org/learn/wharton-ai-strategy-governance,Coursera
Accelerate Your Learning with ChatGPT,"Accelerate Your Learning with ChatGPT free Course by Deep Teaching Solutions, 4.8 stars, by 425 reviews, provide skills Creative Thinking, ChatGPT, Learning Strategies etc... Beginner level, 1 - 4 Weeks",https://www.coursera.org/learn/learning-chatgpt,Coursera
IBM Data Analyst,"IBM Data Analyst Professional Certificate by IBM, 4.6 stars, by 88K reviews, provide skills Data Storytelling, Dashboard, Data Visualization Software etc... Beginner level, 3 - 6 Months",https://www.coursera.org/professional-certificates/ibm-data-analyst,Coursera
Product Manager,Not Available,https://www.udacity.com/course/product-manager-nanodegree--nd036,Udacity
AI and Public Health,"AI and Public Health Course by DeepLearning.AI, 4.8 stars, by 216 reviews, provide skills Data Analysis, Jupyter, Exploratory Data Analysis etc... Beginner level, 1 - 4 Weeks",https://www.coursera.org/learn/ai-and-public-health,Coursera
User Experience,Not Available,https://www.udacity.com/course/ux-designer-nanodegree--nd578,Udacity
Responsible Generative AI,"Responsible Generative AI Specialization by University of Michigan, 4.7 stars, by 84 reviews, provide skills Generative AI, Governance, Data Governance etc... Beginner level, 1 - 3 Months",https://www.coursera.org/specializations/responsible-generative-ai,Coursera
C++,Not Available,https://www.udacity.com/course/c-plus-plus-nanodegree--nd213,Udacity
Computer Vision,Not Available,https://www.udacity.com/course/computer-vision-nanodegree--nd891,Udacity
User Experience,Not Available,https://www.udacity.com/course/ux-designer-nanodegree--nd578,Udacity
Generative AI Fundamentals,"Generative AI Fundamentals Specialization by IBM, 4.7 stars, by 4.8K reviews, provide skills Generative AI, ChatGPT, OpenAI etc... Beginner level, 3 - 6 Months",https://www.coursera.org/specializations/generative-ai-for-everyone,Coursera
Building Agentic RAG with LlamaIndex,"Building Agentic RAG with LlamaIndex free Project by DeepLearning.AI, 4.8 stars, by 39 reviews, provide skills Generative AI, Debugging, Artificial Intelligence etc... Beginner level, Less Than 2 Hours",https://www.coursera.org/projects/building-agentic-rag-with-llamaindex,Coursera
Generative AI with Large Language Models,"Generative AI with Large Language Models Course by DeepLearning.AI, Amazon Web Services, 4.8 stars, by 3.2K reviews, provide skills Generative AI, OpenAI, ChatGPT etc... Intermediate level, 1 - 4 Weeks",https://www.coursera.org/learn/generative-ai-with-llms,Coursera
AI for Decision Makers,"AI for Decision Makers Course by Fred Hutchinson Cancer Center, 4.8 stars, by 10 reviews, provide skills Data Ethics, Human Resource Policies, Technology Strategies etc... Beginner level, 1 - 3 Months",https://www.coursera.org/learn/ai-for-decision-makers,Coursera
Computer Vision,Not Available,https://www.udacity.com/course/computer-vision-nanodegree--nd891,Udacity
Generative AI for Customer Support,"Generative AI for Customer Support new Specialization by IBM, SkillUp EdTech, 4.7 stars, by 4.5K reviews, provide skills ChatGPT, Generative AI, Standard Operating Procedure etc... Intermediate level, 1 - 3 Months",https://www.coursera.org/specializations/generative-ai-for-customer-support,Coursera
C++,Not Available,https://www.udacity.com/course/c-plus-plus-nanodegree--nd213,Udacity
C++,Not Available,https://www.udacity.com/course/c-plus-plus-nanodegree--nd213,Udacity
AI for Medical Diagnosis,"AI for Medical Diagnosis Course by DeepLearning.AI, 4.7 stars, by 2K reviews, provide skills Image Analysis, Predictive Modeling, Risk Modeling etc... Intermediate level, 1 - 4 Weeks",https://www.coursera.org/learn/ai-for-medical-diagnosis,Coursera
Generative AI in Education,"Generative AI in Education Course by University of Glasgow, 4.5 stars, by 66 reviews, provide skills Generative AI, OpenAI, ChatGPT etc... Beginner level, 1 - 4 Weeks",https://www.coursera.org/learn/generative-ai-in-education,Coursera
Data Engineering with AWS,Not Available,https://www.udacity.com/course/data-engineer-nanodegree--nd027,Udacity
Adobe Marketing Specialist,"Adobe Marketing Specialist new Professional Certificate by Adobe, 4.6 stars, by 378 reviews, provide skills Content Marketing, Promotional Strategies, Social Media Content etc... Beginner level, 3 - 6 Months",https://www.coursera.org/professional-certificates/adobe-marketing-specialist,Coursera
Microsoft Generative AI for Data Analysis,"Microsoft Generative AI for Data Analysis new Professional Certificate by Microsoft, 4.2 stars, by 39 reviews, provide skills Data Storytelling, Data Presentation, Dashboard etc... Intermediate level, 3 - 6 Months",https://www.coursera.org/professional-certificates/microsoft-genai-for-data-analysis,Coursera
Full Stack Web Developer,Not Available,https://www.udacity.com/course/full-stack-web-developer-nanodegree--nd0044,Udacity
Microsoft Azure AI Fundamentals AI-900 Exam Prep,"Microsoft Azure AI Fundamentals AI-900 Exam Prep Specialization by Microsoft, 4.6 stars, by 1K reviews, provide skills Anomaly Detection, Image Analysis, Text Mining etc... Beginner level, 3 - 6 Months",https://www.coursera.org/specializations/microsoft-azure-ai-900-ai-fundamentals,Coursera
Data Structures and Algorithms,Not Available,https://www.udacity.com/course/data-structures-and-algorithms-nanodegree--nd256,Udacity
Full Stack Web Developer,Not Available,https://www.udacity.com/course/full-stack-web-developer-nanodegree--nd0044,Udacity
Deep Learning,Not Available,https://www.udacity.com/course/deep-learning-nanodegree--nd101,Udacity
Generative AI for Human Resources (HR) Professionals,"Generative AI for Human Resources (HR) Professionals Specialization by IBM, SkillUp EdTech, 4.7 stars, by 4.5K reviews, provide skills ChatGPT, Generative AI, HR Tech etc... Intermediate level, 1 - 3 Months",https://www.coursera.org/specializations/generative-ai-for-human-resources,Coursera
User Experience,Not Available,https://www.udacity.com/course/ux-designer-nanodegree--nd578,Udacity
Foundations of AI and Machine Learning,"Foundations of AI and Machine Learning new Course by Microsoft, 4.6 stars, by 51 reviews, provide skills Data Management, Artificial Intelligence and Machine Learning (AI/ML), Infrastructure Architecture etc... Intermediate level, 1 - 3 Months",https://www.coursera.org/learn/foundations-of-ai-and-machine-learning,Coursera
AI Foundations for Everyone,"AI Foundations for Everyone Specialization by IBM, 4.7 stars, by 23K reviews, provide skills ChatGPT, Generative AI, Artificial Intelligence etc... Beginner level, 3 - 6 Months",https://www.coursera.org/specializations/ai-foundations-for-everyone,Coursera
iOS Development with SwiftUI and SwiftData,Not Available,https://www.udacity.com/course/ios-developer-nanodegree--nd003,Udacity
Generative AI for Executives,"Generative AI for Executives free Course by Amazon Web Services, 3.7 stars, by 18 reviews, provide skills Amazon Web Services, Emerging Technologies, Business Transformation etc... Beginner level, 1 - 4 Weeks",https://www.coursera.org/learn/generative-ai-for-executives,Coursera
"AI, Empathy & Ethics","AI, Empathy & Ethics free Course by University of California, Santa Cruz, 4.5 stars, by 263 reviews, provide skills Data Ethics, Artificial Intelligence, Artificial Neural Networks etc... Beginner level, 1 - 4 Weeks",https://www.coursera.org/learn/ai-empathy-ethics,Coursera
Navigating Generative AI for Leaders,"Navigating Generative AI for Leaders Specialization by Coursera, 4.8 stars, by 141 reviews, provide skills Generative AI, Strategic Thinking, Data Ethics etc... Beginner level, 1 - 3 Months",https://www.coursera.org/specializations/navigating-generative-ai-for-leaders,Coursera
Applied Data Science,"Applied Data Science Specialization by IBM, 4.6 stars, by 57K reviews, provide skills Dashboard, Data Visualization Software, Plotly etc... Beginner level, 3 - 6 Months",https://www.coursera.org/specializations/applied-data-science,Coursera
Generative AI with Large Language Models,"Generative AI with Large Language Models Course by DeepLearning.AI, Amazon Web Services, 4.8 stars, by 3.2K reviews, provide skills Generative AI, OpenAI, ChatGPT etc... Intermediate level, 1 - 4 Weeks",https://www.coursera.org/learn/generative-ai-with-llms,Coursera
Full Stack Web Developer,Not Available,https://www.udacity.com/course/full-stack-web-developer-nanodegree--nd0044,Udacity
AI for Trading,Not Available,https://www.udacity.com/course/ai-for-trading--nd880,Udacity
Data Engineering with AWS,Not Available,https://www.udacity.com/course/data-engineer-nanodegree--nd027,Udacity
IBM Full Stack Software Developer,"IBM Full Stack Software Developer Professional Certificate by IBM, 4.6 stars, by 53K reviews, provide skills Istio, Node.JS, Software Development Life Cycle etc... Beginner level, 3 - 6 Months",https://www.coursera.org/professional-certificates/ibm-full-stack-cloud-developer,Coursera
AI Materials,"AI Materials free Course by Korea Advanced Institute of Science and Technology(KAIST), 4.8 stars, by 34 reviews, provide skills Artificial Intelligence and Machine Learning (AI/ML), Artificial Intelligence, Human Machine Interfaces etc... Beginner level, 1 - 3 Months",https://www.coursera.org/learn/ai-materials,Coursera
IntelÂ® AI Fundamentals,"IntelÂ® AI Fundamentals Specialization by Intel, 4.1 stars, by 66 reviews, provide skills Artificial Intelligence, Business Technologies, Complex Problem Solving etc... Beginner level, 1 - 4 Weeks",https://www.coursera.org/specializations/intel-ai-fundamental,Coursera
Generative AI for Educators & Teachers,"Generative AI for Educators & Teachers Specialization by Vanderbilt University, 4.8 stars, by 1.2K reviews, provide skills Generative AI, ChatGPT, Ideation etc... Beginner level, 1 - 3 Months",https://www.coursera.org/specializations/generative-ai-for-educators-teachers,Coursera
AI Programming with Python,Not Available,https://www.udacity.com/course/ai-programming-python-nanodegree--nd089,Udacity
Data Scientist,Not Available,https://www.udacity.com/course/data-scientist-nanodegree--nd025,Udacity
"Python for Data Science, AI & Development","Python for Data Science, AI & Development Course by IBM, 4.6 stars, by 40K reviews, provide skills Jupyter, Automation, Web Scraping etc... Beginner level, 1 - 3 Months",https://www.coursera.org/learn/python-for-applied-data-science-ai,Coursera
Responsible AI: Applying AI Principles with Google Cloud,"Responsible AI: Applying AI Principles with Google Cloud Course by Google Cloud, 4.5 stars, by 401 reviews, provide skills Data Ethics, Artificial Intelligence, Business Ethics etc... Beginner level, 1 - 3 Months",https://www.coursera.org/learn/responsible-ai-applying-ai-principles-with-google-cloud,Coursera
Data Analyst,Not Available,https://www.udacity.com/course/data-analyst-nanodegree--nd002,Udacity
Trustworthy AI for Healthcare Management,"Trustworthy AI for Healthcare Management free Course by Politecnico di Milano, 4.7 stars, by 57 reviews, provide skills Data Ethics, Artificial Intelligence, Healthcare Industry Knowledge etc... Beginner level, 1 - 3 Months",https://www.coursera.org/learn/trustworthy-ai-for-healthcare-management,Coursera
Vertex AI Search for Retail,"Vertex AI Search for Retail Specialization by Google Cloud, 4.6 stars, by 16K reviews, provide skills Dataflow, Google Cloud Platform, Data Pipelines etc... Beginner level, 3 - 6 Months",https://www.coursera.org/specializations/vertex-ai-search-for-retail,Coursera
Cloud DevOps Engineer,Not Available,https://www.udacity.com/course/cloud-dev-ops-nanodegree--nd9991,Udacity
Data Scientist,Not Available,https://www.udacity.com/course/data-scientist-nanodegree--nd025,Udacity
Introduction to Programming,Not Available,https://www.udacity.com/course/intro-to-programming-nanodegree--nd000,Udacity
Front End Web Developer,Not Available,https://www.udacity.com/course/front-end-web-developer-nanodegree--nd0011,Udacity
Business Analytics,Not Available,https://www.udacity.com/course/business-analytics-nanodegree--nd098,Udacity
Programming for Data Science with Python,Not Available,https://www.udacity.com/course/programming-for-data-science-nanodegree--nd104,Udacity
"AI Ethics, Responsible Use, and Creativity","AI Ethics, Responsible Use, and Creativity new Course by University of Michigan, 4.9 stars, by 11 reviews, provide skills Data Ethics, Artificial Intelligence, Generative AI etc... Beginner level, 1 - 3 Months",https://www.coursera.org/learn/ai-ethics-responsible-use-and-creativity,Coursera
